LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA12150,0,26,36,2056,58,2176,0,0,0,68,6,74,6,0,4,8,0,18,0,0,0,0,0,0,7,5,0,9,0,21,42,29,24,1297,65,1457,0,0,0,0,0,0,0,0,0,13,0,13,17,0,0,107,0,124,5,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,0,5,12,7,389,9,422,5,3,0,23,0,31,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,6,6,0,16,7,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,280,11,330,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,5,0,4,0,9,19,0,4,19,0,42,0,3,6,136,197,342,131,67,59,3464,313,4034,6,36
LGA12160,21,182,126,4621,166,5116,0,0,0,12,4,16,37,4,0,16,0,57,0,0,0,0,0,0,30,11,3,25,0,69,293,190,132,3916,106,4637,18,0,0,0,0,18,0,3,0,25,0,28,41,20,14,308,6,389,10,7,0,12,0,29,4,0,0,0,5,9,4,0,0,6,0,10,46,34,22,1409,38,1549,19,7,9,68,0,103,3,0,0,0,0,3,3,0,0,8,0,11,0,0,0,0,0,0,5,5,5,8,0,23,3,0,0,0,0,3,7,6,4,7,0,24,9,4,0,10,0,23,7,0,0,9,0,16,4,0,0,0,0,4,53,43,43,791,13,943,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,8,0,8,5,0,0,0,0,5,13,0,0,0,0,13,11,4,0,29,0,44,90,23,11,74,11,209,14,16,4,294,438,766,633,366,235,9043,714,10991,31,219
LGA12350,21,225,211,4852,151,5460,0,9,0,126,4,139,18,4,3,18,0,43,7,4,0,5,3,19,53,11,11,18,0,93,351,285,194,4039,123,4992,13,0,4,0,0,17,7,4,0,36,3,50,74,23,21,232,6,356,18,6,4,19,0,47,12,0,0,3,0,15,6,0,0,0,0,6,77,47,28,1328,27,1507,34,22,8,91,0,155,5,0,0,0,0,5,0,4,0,3,0,7,4,0,0,0,0,4,36,9,9,36,0,90,9,8,10,15,4,46,19,8,13,9,0,49,24,3,0,9,0,36,6,0,0,7,0,13,0,0,0,0,0,0,103,68,34,901,11,1117,8,0,0,0,0,8,16,0,0,3,0,19,9,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,27,0,45,156,42,24,120,13,355,18,12,5,330,689,1054,938,493,360,9389,968,12148,28,254
LGA12380,3815,3061,1925,15997,770,25568,3,23,6,176,5,213,21919,117,233,182,528,22979,1796,117,66,235,53,2267,341,99,41,92,4,577,6215,1966,1278,11642,770,21871,4283,50,222,24,153,4732,256,26,29,109,11,431,746,179,128,872,49,1974,1676,244,94,437,54,2505,255,56,7,44,7,369,11693,82,67,39,206,12087,1110,455,275,4478,144,6462,3024,577,249,1069,132,5051,3201,9,21,7,78,3316,18964,3039,1003,1927,969,25902,166,16,4,17,10,213,2433,307,169,563,86,3558,1023,76,82,27,50,1258,412,103,75,46,23,659,714,68,53,118,20,973,641,35,38,106,17,837,762,62,28,3,30,885,908,426,313,2506,85,4238,528,36,14,26,10,614,158,24,18,12,0,212,952,45,44,66,26,1133,1867,9,21,6,61,1964,3236,26,39,15,86,3402,109,46,29,105,12,301,41170,1671,989,928,1451,46209,4124,322,180,925,11265,16816,129747,9556,5309,32134,16487,193233,5616,3589
LGA12390,80,979,684,20411,633,22787,0,16,4,589,30,639,198,15,22,198,4,437,10,3,0,7,0,20,162,72,57,154,5,450,946,848,591,15708,487,18580,108,0,26,0,3,137,31,15,14,141,10,211,139,67,44,1355,30,1635,61,24,7,83,0,175,26,14,0,7,0,47,161,14,8,22,5,210,196,202,123,5202,98,5821,116,66,20,401,13,616,19,0,3,0,0,22,29,14,4,42,6,95,4,3,0,0,0,7,31,24,4,62,0,121,52,24,6,20,0,102,74,43,37,41,3,198,47,14,8,46,0,115,33,5,7,14,0,59,15,0,0,0,0,15,266,246,158,3383,63,4116,0,0,0,0,0,0,60,14,10,10,0,94,25,4,3,42,0,74,65,12,5,0,0,82,30,0,3,0,0,33,31,20,7,87,0,145,532,125,75,297,22,1051,77,28,28,1106,2404,3643,3081,1773,1213,37662,3565,47294,111,976
LGA12700,10,185,144,3480,73,3892,0,0,0,15,0,15,9,0,0,6,0,15,5,0,0,0,0,5,32,13,5,15,0,65,256,212,130,3008,80,3686,4,0,6,0,0,10,0,5,0,21,0,26,45,19,12,348,19,443,3,0,0,4,0,7,4,0,0,6,3,13,0,0,0,4,0,4,37,29,14,871,14,965,23,7,11,49,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,10,0,6,0,0,0,6,6,5,3,3,0,17,12,4,0,19,0,35,10,0,0,4,0,14,0,0,0,0,0,0,76,53,26,660,20,835,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,34,0,55,84,23,22,73,6,208,5,8,4,193,298,508,524,370,256,6697,475,8322,11,212
LGA12730,18,185,111,3485,79,3878,0,0,0,31,4,35,21,4,0,15,0,40,4,0,0,0,0,4,59,21,8,43,0,131,198,173,132,2915,106,3524,3,0,0,0,0,3,8,3,0,15,0,26,36,17,11,249,4,317,9,4,0,12,0,25,0,0,0,0,0,0,21,0,4,0,0,25,42,39,30,853,19,983,72,16,15,114,10,227,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,5,0,0,5,0,10,32,7,4,5,7,55,10,6,11,6,0,33,11,0,3,10,0,24,3,0,0,0,0,3,0,0,3,0,0,3,60,59,43,860,12,1034,0,0,0,0,0,0,13,6,0,3,0,22,0,0,0,8,0,8,7,0,0,0,0,7,0,0,0,0,0,0,17,7,0,9,0,33,74,17,7,68,0,166,10,6,10,196,404,626,634,343,249,6827,605,8658,13,184
LGA12750,129,1193,839,11859,358,14378,0,8,4,309,11,332,67,17,4,80,4,172,157,4,6,33,6,206,341,82,51,155,13,642,2653,1154,833,10198,376,15214,73,3,26,9,0,111,79,9,17,88,9,202,489,107,75,912,29,1612,110,22,9,83,0,224,70,17,0,13,0,100,30,5,4,10,0,49,422,234,165,3588,95,4504,252,82,29,288,8,659,4,0,0,0,0,4,11,12,5,12,0,40,19,0,4,0,0,23,91,30,7,32,5,165,44,20,15,22,6,107,123,60,41,25,0,249,119,20,17,39,9,204,45,17,3,21,0,86,13,3,3,0,0,19,618,284,225,2624,75,3826,44,4,3,4,0,55,37,16,5,0,0,58,47,3,7,30,0,87,3,3,0,0,0,6,46,0,0,0,0,46,103,38,20,119,5,285,723,192,93,327,27,1362,85,38,21,588,1765,2497,5932,2242,1551,23442,2581,35748,136,1163
LGA12850,3344,2076,1298,10882,712,18312,3,16,10,169,9,207,23802,148,249,170,595,24964,3177,252,101,341,84,3955,261,62,32,82,18,455,5599,1313,855,7232,756,15755,2745,40,136,17,73,3011,271,23,9,69,10,382,1013,162,109,504,53,1841,1053,160,89,354,28,1684,356,29,9,32,3,429,1657,24,15,13,51,1760,620,272,173,2412,82,3559,8122,1387,494,2371,299,12673,126,0,6,0,9,141,3896,754,194,404,203,5451,1377,99,36,120,77,1709,2018,306,181,582,100,3187,752,56,55,22,43,928,277,60,40,22,10,409,1102,103,30,116,25,1376,822,57,15,45,10,949,1491,67,13,17,79,1667,659,257,183,1387,68,2554,3752,174,95,172,116,4309,88,19,11,0,0,118,2738,95,91,86,72,3082,163,21,0,11,3,198,29449,182,238,171,1152,31192,61,31,16,65,3,176,46474,1304,857,759,1565,50959,5777,228,189,765,7013,13972,141937,6773,4026,22395,12636,187767,4419,2288
LGA12870,19,246,179,4636,124,5204,0,0,0,8,0,8,20,7,0,23,0,50,8,5,0,0,0,13,72,14,17,35,0,138,470,262,205,4034,90,5061,41,7,14,0,0,62,9,0,0,31,0,40,79,30,10,474,12,605,0,7,0,14,0,21,15,4,0,0,0,19,8,0,0,0,0,8,80,64,29,1499,27,1699,55,29,5,123,0,212,4,0,0,0,0,4,4,0,0,5,0,9,0,0,0,0,0,0,7,4,0,6,0,17,10,0,0,0,0,10,35,4,13,0,0,52,29,6,0,6,5,46,4,4,0,4,0,12,0,4,0,0,0,4,125,75,46,1103,21,1370,3,0,0,0,0,3,10,0,3,4,0,17,5,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,3,18,7,4,24,0,53,112,23,22,75,0,232,17,3,12,347,430,809,1075,491,364,9553,666,12149,34,267
LGA12900,11,144,105,3941,130,4331,0,0,0,52,3,55,14,0,0,15,5,34,0,0,0,3,0,3,26,18,11,25,0,80,160,137,108,3333,115,3853,27,0,9,0,3,39,5,0,0,52,0,57,24,22,15,294,9,364,0,0,0,6,0,6,4,0,0,11,0,15,15,0,0,0,0,15,41,26,18,1110,35,1230,24,19,7,55,3,108,0,0,0,0,0,0,3,0,0,13,0,16,8,0,0,0,0,8,5,0,0,3,0,8,4,5,4,3,0,16,12,7,6,5,4,34,10,0,0,10,0,20,4,4,0,7,0,15,0,3,0,0,0,3,50,47,20,691,17,825,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,8,4,0,0,0,4,8,10,0,6,13,0,29,54,21,10,61,8,154,4,4,10,301,298,617,437,289,202,7689,558,9175,13,162
LGA12930,1269,2971,2135,17808,502,24685,0,15,7,103,0,125,30962,275,439,310,593,32579,1557,162,86,306,29,2140,320,81,58,160,14,633,5178,2312,1539,14437,574,24040,1705,33,137,16,65,1956,248,42,25,153,9,477,641,187,140,1076,45,2089,6419,922,414,2666,212,10633,286,48,12,48,3,397,2501,47,59,25,52,2684,1119,632,390,6080,163,8384,3037,741,326,1521,83,5708,578,4,18,5,18,623,3083,426,199,475,99,4282,3031,255,151,449,88,3974,569,146,74,191,13,993,915,87,39,11,37,1089,510,132,82,39,16,779,390,46,27,84,3,550,484,25,11,34,9,563,274,24,10,5,0,313,1130,594,392,3793,93,6002,456,39,27,25,11,558,253,41,19,8,9,330,724,54,40,61,18,897,162,6,13,5,3,189,807,19,29,5,40,900,149,53,34,186,7,429,12649,933,718,878,331,15509,1407,139,110,736,4518,6910,77069,7541,4958,37960,7189,134717,1637,3106
LGA12950,3,72,48,2053,45,2221,0,0,0,33,0,33,6,0,0,8,5,19,0,0,0,0,0,0,28,0,5,6,0,39,68,65,53,1516,37,1739,9,0,0,0,0,9,0,0,4,4,0,8,9,7,6,159,0,181,0,0,0,12,0,12,3,0,0,0,0,3,5,0,0,0,0,5,13,19,15,458,6,511,3,3,3,21,4,34,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,6,0,9,12,3,5,0,0,20,3,0,0,0,0,3,5,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,17,21,12,344,9,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,4,0,0,0,0,4,5,4,0,14,0,23,28,4,9,25,0,66,6,3,3,115,210,337,200,133,93,3647,291,4364,8,70
LGA13010,9,143,124,3507,108,3891,0,3,0,37,5,45,17,0,0,14,0,31,0,0,0,0,0,0,49,7,9,22,3,90,276,167,136,2871,100,3550,12,0,6,0,0,18,9,0,0,17,0,26,39,27,14,367,4,451,9,4,0,3,0,16,0,0,0,0,0,0,8,0,0,0,0,8,52,44,42,949,38,1125,12,6,0,44,0,62,4,0,0,0,0,4,0,3,0,12,0,15,0,0,0,0,0,0,3,0,0,5,0,8,6,3,7,3,0,19,17,10,10,3,0,40,6,0,0,3,3,12,8,0,0,0,0,8,0,0,0,0,0,0,68,48,40,891,25,1072,0,0,0,0,0,0,13,3,0,0,0,16,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,27,0,43,84,10,7,68,0,169,11,10,7,191,438,657,619,314,247,6808,671,8659,23,169
LGA13310,80,687,508,10611,280,12166,0,8,3,55,6,72,105,6,9,54,0,174,28,4,0,13,0,45,139,30,30,75,0,274,1015,651,462,8786,263,11177,71,3,25,0,0,99,30,12,3,56,0,101,160,59,37,619,13,888,78,19,9,73,0,179,31,10,0,9,0,50,57,7,0,5,0,69,210,170,80,2988,62,3510,136,47,28,212,14,437,12,0,3,0,0,15,19,10,0,15,0,44,3,4,0,0,0,7,45,23,9,46,0,123,34,11,7,12,0,64,56,36,34,16,4,146,48,24,5,39,0,116,20,0,4,14,0,38,6,12,0,0,0,18,265,184,123,2052,43,2667,10,0,0,0,0,10,13,4,3,5,0,25,25,4,3,14,0,46,8,0,0,0,0,8,15,0,0,0,0,15,26,29,13,105,0,173,552,99,65,163,27,906,68,23,15,603,1604,2313,2820,1336,898,20246,2182,27482,97,760
LGA13340,12,196,177,3754,77,4216,0,0,0,20,0,20,9,0,0,6,0,15,9,5,0,5,0,19,69,20,17,41,4,151,293,212,155,3030,75,3765,19,0,7,0,0,26,0,0,5,11,0,16,80,29,34,1014,16,1173,0,0,0,6,0,6,11,0,0,12,0,23,7,0,0,0,0,7,38,58,36,992,33,1157,16,15,4,85,3,123,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,3,4,0,6,9,0,19,22,7,3,0,0,32,19,7,3,3,0,32,11,4,0,17,0,32,5,0,0,12,0,17,0,4,0,0,0,4,71,41,27,903,15,1057,0,0,0,0,0,0,4,3,6,0,0,13,13,0,0,10,0,23,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,14,0,27,81,24,32,76,6,219,13,5,8,260,404,690,694,397,302,7837,583,9813,40,235
LGA13450,165,552,313,6435,191,7656,0,8,0,99,0,107,100,4,8,36,0,148,6,0,0,7,0,13,64,27,27,48,3,169,649,400,248,5194,192,6683,155,0,14,0,0,169,13,0,0,35,0,48,80,42,15,501,11,649,17,3,4,14,0,38,4,0,0,3,0,7,713,15,14,0,3,745,87,77,54,1609,37,1864,2842,710,218,2576,105,6451,6,0,0,0,0,6,28,6,3,13,0,50,8,0,0,0,5,13,20,0,0,4,0,24,90,9,8,7,9,123,59,34,14,10,11,128,19,5,3,18,0,45,0,0,0,0,0,0,211,12,3,5,21,252,136,94,72,1277,33,1612,0,0,0,3,0,3,48,11,3,7,0,69,71,9,13,36,6,135,8,0,0,0,0,8,11,0,0,0,0,11,15,15,0,41,0,71,1335,116,33,91,72,1647,269,34,10,336,1389,2038,6617,1483,707,13594,1955,24356,268,562
LGA13550,21,210,139,5347,123,5840,0,9,0,48,4,61,40,0,4,26,0,70,0,0,0,0,0,0,37,17,6,48,0,108,211,217,146,4042,123,4739,22,0,4,4,0,30,9,0,0,31,0,40,43,23,19,411,3,499,4,3,4,13,0,24,3,0,0,3,0,6,6,0,0,5,0,11,39,35,39,1229,20,1362,15,4,5,63,0,87,6,0,0,0,0,6,0,0,0,9,0,9,0,0,0,0,0,0,12,0,0,7,0,19,15,8,6,3,0,32,30,6,10,0,3,49,9,3,0,6,0,18,0,0,6,0,0,6,0,0,5,0,0,5,60,66,35,1017,8,1186,0,0,0,0,0,0,11,4,4,0,0,19,3,0,0,10,0,13,0,0,0,0,0,0,7,0,0,0,0,7,9,0,3,21,0,33,76,22,14,91,3,206,11,9,10,366,640,1036,597,398,291,9898,882,12066,31,222
LGA13660,9,93,91,2177,64,2434,0,0,0,9,0,9,5,6,0,4,0,15,0,0,0,0,0,0,7,5,0,10,0,22,120,66,91,1942,66,2285,7,0,0,0,0,7,0,0,0,12,0,12,20,4,4,188,4,220,0,0,0,6,0,6,0,0,3,4,0,7,10,0,4,0,0,14,27,12,12,471,20,542,3,8,4,25,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,14,442,13,515,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,16,24,0,10,17,3,54,7,3,0,147,87,244,222,138,161,4226,221,4968,3,70
LGA13800,260,2487,1894,21816,558,27015,0,8,17,175,3,203,327,29,42,110,10,518,181,29,15,46,3,274,622,240,154,331,23,1370,4212,2211,1683,15831,553,24490,208,8,40,11,7,274,102,26,22,125,3,278,589,221,156,1196,42,2204,193,47,10,148,3,401,121,31,10,40,3,205,163,16,22,3,12,216,817,490,294,4621,111,6333,641,242,104,840,36,1863,35,0,0,0,0,35,132,76,19,62,18,307,189,32,20,38,3,282,1155,304,146,944,35,2584,156,33,16,18,15,238,245,106,105,42,14,512,205,46,33,133,8,425,67,18,4,21,0,110,20,8,3,0,6,37,893,455,317,3449,113,5227,48,16,4,26,0,94,112,25,6,9,5,157,95,33,17,54,8,207,37,16,5,3,0,61,35,0,9,4,0,48,147,44,27,160,0,378,1372,406,255,496,65,2594,210,98,47,948,2660,3963,11410,4798,3350,38824,3976,62358,343,2679
LGA13850,3,58,35,1206,41,1343,0,0,0,21,0,21,3,0,0,10,0,13,0,0,0,0,0,0,9,5,3,8,0,25,66,51,38,1050,53,1258,3,0,3,0,0,6,0,0,0,10,0,10,8,10,4,67,3,92,3,4,0,3,0,10,3,0,0,0,0,3,11,0,0,0,0,11,8,15,10,297,5,335,39,9,4,39,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,12,5,0,0,0,0,5,4,8,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,17,19,201,9,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,5,15,0,23,31,7,0,20,4,62,8,0,0,87,101,196,213,117,73,2350,204,2957,3,64
LGA13910,44,372,276,7464,196,8352,0,0,0,47,5,52,45,3,0,24,6,78,4,0,0,0,0,4,87,24,14,43,0,168,488,362,265,6337,221,7673,45,0,0,0,0,45,7,0,3,39,0,49,63,37,34,493,13,640,8,6,0,25,4,43,11,4,0,5,0,20,20,3,0,0,0,23,86,94,56,2513,53,2802,36,35,3,79,0,153,4,0,0,0,0,4,66,23,3,27,6,125,12,0,0,0,0,12,27,13,0,18,0,58,31,5,8,0,0,44,32,18,15,19,6,90,15,0,0,7,0,22,6,0,0,3,0,9,11,3,0,0,0,14,123,112,70,1317,31,1653,37,0,7,0,0,44,15,0,10,3,0,28,9,0,0,12,0,21,3,0,0,0,0,3,0,0,0,0,0,0,11,5,12,29,3,60,167,49,47,126,10,399,23,11,22,403,779,1238,1307,723,523,14448,1209,18210,58,385
LGA14000,1049,5528,4162,30054,715,41508,0,12,3,58,3,76,13204,196,381,290,216,14287,346,67,40,102,13,568,1129,302,176,345,18,1970,11231,4609,3148,23944,694,43626,1653,25,141,14,37,1870,373,84,52,251,12,772,1433,377,266,1886,55,4017,493,143,58,289,17,1000,376,78,23,61,0,538,5555,82,59,39,88,5823,2114,996,707,8910,210,12937,2039,586,228,1422,70,4345,2952,13,51,18,66,3100,1268,176,135,394,64,2037,37,7,3,4,5,56,289,91,51,165,9,605,225,60,32,20,3,340,817,254,190,110,21,1392,790,99,45,140,16,1090,642,41,49,88,22,842,69,11,0,0,0,80,2329,1140,708,7207,164,11548,173,20,11,25,4,233,1149,94,62,16,6,1327,551,42,32,71,11,707,1067,43,39,9,17,1175,445,3,26,0,8,482,397,92,67,370,12,938,11231,1073,885,1113,232,14534,676,109,98,768,3473,5124,58476,9910,7167,55943,5744,137240,1231,5478
LGA14100,107,615,428,2876,54,4080,0,0,0,11,0,11,744,48,47,43,13,895,60,4,12,29,0,105,85,31,11,33,0,160,986,478,318,2379,87,4248,60,0,8,4,3,75,43,14,3,23,0,83,126,45,27,250,9,457,245,60,26,131,4,466,66,15,8,17,5,111,142,6,5,4,4,161,277,154,115,1355,35,1936,419,125,56,300,16,916,80,0,8,9,3,100,104,35,20,51,6,216,23,0,0,3,3,29,29,19,9,16,0,73,19,0,3,4,0,26,88,33,29,7,7,164,82,15,4,16,0,117,55,0,3,10,0,68,6,3,0,0,0,9,243,131,63,699,11,1147,33,0,0,9,0,42,78,15,11,0,0,104,35,7,5,15,0,62,18,3,3,6,0,30,57,3,0,0,0,60,41,9,6,46,0,102,816,113,115,136,24,1204,99,12,8,69,418,606,4549,1211,821,5993,650,13224,92,636
LGA14170,1410,6799,4615,27203,850,40877,3,38,12,403,25,481,11165,295,401,495,237,12593,808,110,54,160,17,1149,835,353,187,352,25,1752,13346,5369,3523,22967,838,46043,2101,33,200,22,44,2400,792,105,100,366,19,1382,1695,556,348,2487,72,5158,5377,551,242,1155,158,7483,542,136,57,86,15,836,2934,123,88,32,63,3240,4265,1752,1198,13266,349,20830,6436,1295,514,2300,251,10796,901,9,45,22,16,993,2207,290,152,368,108,3125,552,40,16,54,23,685,649,184,98,241,21,1193,544,73,43,39,24,723,1358,314,279,69,31,2051,1042,186,101,240,18,1587,484,84,64,132,15,779,201,27,14,10,5,257,3363,1350,948,7905,192,13758,566,50,35,47,16,714,461,75,66,25,14,641,1223,86,80,138,55,1582,340,35,23,17,8,423,3103,35,54,14,67,3273,521,150,103,511,20,1305,17511,1948,1421,1713,471,23064,1245,149,104,875,10355,12728,76496,13437,8946,57454,13574,169907,1585,7266
